n,t
10000.0,15.384615384615385
26666.666666666668,24.80857580398163
43333.333333333336,45.89235127478754
60000.0,105.88235294117648
76666.66666666667,305.6603773584907
93333.33333333334,305.6603773584904
110000.0,105.88235294117648
126666.66666666667,45.89235127478753
143333.33333333334,24.808575803981615
160000.0,15.384615384615385
